country,code,region,inc_group,cellph_per100,co2_perc,land_area,electricity,fertility,fuel_exps_pc,start_business,foreign_inv,gdp,gdp_pc,growth_gdp_pc,hiv_prev,servs_mill,mil_exp,internet_users,population,rd_exp,taxRev_pc,val_primary,val_industry,val_manufacturing,val_services,region_code
Faroe Islands,FRO,Europe & Central Asia,high,114.2077501,12.462906588824,1396.00006103516,100.0,2.5,,,,,,,,3931.22426599905,,97.58195894,48497.0,,,20.970468330516105,14.9094605194834,4.7705854407654105,52.8885353485135,Eu_CAs
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,lower_mid,21.89987114,1.39927963814381,700.0,80.7566833496094,3.0980000000000003,,16.0,,336427500.0,3504.3966506056604,2.04816098428265,,161.494361155223,,35.30405287,112640.0,,5.44076728291828,27.0794457398037,6.08401567041209,0.55684283148972,,EAs_Pa
Gabon,GAB,Sub-Saharan Africa,upper_mid,131.5092757,2.7563817815054703,257670.0,92.1912002563477,3.72,,31.0,1498038419.66195,14892609693.1667,17762.408644601102,-2.29157573813745,4.2,28.089574748053497,1.5312076297688402,50.32012015,2119275.0,,12.8300685455322,4.97313690987068,45.037850906071704,17.456006771993998,41.7428124794395,SSAf
United Kingdom,GBR,Europe & Central Asia,high,119.5259996,6.49744049045117,241930.0,100.0,1.79,11.763210264674196,4.5,121248678596.565,2637866340434.13,44896.2645843105,1.10880778732772,,21195.885324026,1.78220538089607,94.62,66488991.0,1.67445,25.091212914176804,0.581257197170484,17.6239030344388,8.937032501254109,70.9557233118256,Eu_CAs
Georgia,GEO,Europe & Central Asia,upper_mid,140.6520757,2.41646049619644,69490.0,100.0,1.986,3.8518588697534,2.0,1829933045.43,15081330942.4188,10674.175802685699,4.81865424848039,0.4,2360.2442486649693,1.93504651785341,60.49125755,3731000.0,0.31982,23.774074493947506,7.72734619510116,21.450548804678398,10.3839428714166,58.5309373025552,Eu_CAs
Ghana,GHA,Sub-Saharan Africa,lower_mid,127.4614479,0.5313717378981679,227540.0,79.0,3.926,,14.0,3254990000.0,58996776244.424,4457.3558457773,5.76855143734653,1.7,94.2260093935502,0.413916816864508,37.88415262,29767108.0,,18.2621523936461,20.976891328747,28.2266587791302,11.1224435615719,43.091414518164704,SSAf
Gibraltar,GIB,Europe & Central Asia,high,118.6977525,15.6574647887324,10.0,100.0,,,,-2541141000.0,,,,,18382.352941176498,,,33718.0,,,,,,,Eu_CAs
Guinea,GIN,Sub-Saharan Africa,low,92.00155758,0.219671872697791,245720.0,35.441215515136705,4.777,0.6550531305776071,15.0,577380000.0,9915311049.151329,2435.2184751916197,10.268623103267599,1.5,1.57447181235544,2.46740138641465,11.40002077,12414318.0,,,17.589946663144698,30.103847166999106,10.926678079721999,41.9293069509766,SSAf
"Gambia, The",GMB,Sub-Saharan Africa,low,141.199904,0.25364098175828403,10120.0,56.2,5.358,0.0,25.0,5445631.48903737,1489464787.85603,1612.1395585064001,1.4994843460735,1.6,47.8794377689266,1.07343366703322,19.83645444,2280102.0,,,24.956992050957798,14.091000606549999,5.4792350637236495,52.8481627273702,SSAf
Guinea-Bissau,GNB,Sub-Saharan Africa,low,77.08779374,0.160335468516147,28120.0,26.0473480224609,4.556,,8.5,15652439.964706302,1346841897.00437,1734.71490884792,3.2708872417568795,3.4,2.73501131747683,,3.930509152,1874309.0,,,46.34835901239629,12.553584048918701,11.3282821102253,36.3528748905294,SSAf
Equatorial Guinea,GNQ,Sub-Saharan Africa,upper_mid,44.65708861,4.76396715246517,28050.0,67.1840972900391,4.599,,33.0,304074312.247895,12289913729.3358,24532.9520019804,-8.221978141404529,6.5,0.0,,26.23999996,1308974.0,,11.4567349338539,2.33223920932761,52.3302543282798,18.504311555723106,45.1807218132753,SSAf
Greece,GRC,Europe & Central Asia,high,115.9262469,6.18033726778447,128900.0,100.0,1.38,38.5017360240407,12.5,3571265224.6915703,203085551429.132,28579.7945258539,1.70605803203834,0.2,3695.6937533886403,2.3852815561237,69.89,10727668.0,0.96637,25.0510052259827,3.5772593075332098,14.8569876245265,9.19160010829227,68.8489909775804,Eu_CAs
Grenada,GRD,Latin America & Caribbean,upper_mid,104.96359840000002,2.22238342730161,340.0,94.69567108154301,2.083,,15.0,111670867.272206,1126882296.2963,14739.065754668702,4.47836492749509,,234.500423904612,,59.07173536,111454.0,,,6.20638547046556,12.1551729461193,3.35330923136,66.93208281888221,LAm_Ca
Greenland,GRL,Europe & Central Asia,high,,8.989181987743141,410450.0,100.0,2.09,3.68190360677557e-05,,,,,1.01446094672835,,2527.99487279913,,69.48246178,56025.0,,,18.5802580652225,17.7317194676652,4.5602106565499,60.2352915414388,Eu_CAs
Guatemala,GTM,Latin America & Caribbean,upper_mid,118.1687909,1.1510008356966002,107160.0,93.28809356689449,2.92,6.56154712303952,15.0,1013100000.0,75620095537.5005,8166.85775480185,0.744150536244774,0.4,68.2828477742984,0.352941134242593,40.70304908,17247807.0,0.02988,10.213089673546301,10.0094301495352,26.025468877344604,18.331608975908,61.475604733969604,LAm_Ca
Guam,GUM,East Asia & Pacific,high,,,540.0,100.0,2.3280000000000003,,,,5859000000.0,,-0.619094092326705,,730.4557435126401,,80.50546556,165768.0,,,,,,,EAs_Pa
Guyana,GUY,Latin America & Caribbean,upper_mid,82.68979339,2.63239277948073,196850.0,90.86487579345699,2.485,0.000645708019495168,18.0,212151381.74184,3555205811.1380205,8140.415340194771,1.57255558822081,1.7,32.2488683872083,1.6932586457226595,37.32583679,779004.0,,,15.200095082651401,34.4217164353403,3.0617166564627896,41.111085006378005,LAm_Ca
"Hong Kong SAR, China",HKG,East Asia & Pacific,high,249.7631259,6.39360052562418,1050.0,100.0,1.125,3.23321258158364,1.5,125716724339.795,341648103474.824,61706.8146996776,3.0643629623270803,,10484.8681629395,,89.41594465,7451000.0,0.76183,,0.0762060164208307,7.4756576382478706,1.07780521854625,89.53359749812998,EAs_Pa
Honduras,HND,Latin America & Caribbean,lower_mid,88.86604921,1.05764802292736,111890.0,86.5,2.423,0.0453703670185757,13.0,1264579024.48523,22940179173.6147,4916.72379248824,3.0296931676580203,0.3,79.5417293411304,1.71258931304159,32.13636364,9587522.0,0.01497,17.3444720611594,12.0499014058464,25.827897497569694,17.1467725059127,58.380382072257795,LAm_Ca
